6214
767	上	77
220	上がる	23
270	上げる	13
1755	上手	5
1263	上手い	5
984	下	40
516	下がる	11
2051	下げる	6
906	下さる	8
1817	下ろす	7
536	不便	26
565	不具合	62
798	不可	8
1537	不安	12
1016	不安定	15
1443	不明	5
471	不満	27
1657	不能	8
1192	不良	16
1940	不良品	6
293	不誠実	5
602	不調	11
1648	不足	9
1444	世の中	22
2031	世代	6
35	世界	14
1348	両手	5
1553	両方	7
388	両面	25
1725	並べる	6
20	並み	7
3	中	134
1785	中古	6
482	中国	21
389	中綴じ	6
1651	中身	11
1675	中途半端	5
1870	丸い	9
420	主	5
666	久々	11
123	久しぶり	17
1681	乗り換え	8
894	乗り換える	21
1261	乗る	12
1859	亀山	5
820	予備	5
1469	予定	14
92	予想	14
1446	予測	13
963	予約	30
294	事	92
773	事前	9
1518	事実	9
1860	事態	7
1812	事業	7
412	二	49
653	交換	81
774	交渉	14
502	人	110
1527	人我	14
1407	人材	5
1728	人間	8
83	今	255
390	今回	52
1161	今年	12
1047	今度	32
803	今後	21
151	今日	113
1697	今更	7
1844	今月	6
1584	今朝	6
1278	今週	8
1897	仕上がり	6
748	仕事	27
443	仕方	30
1143	仕様	44
178	他	45
1246	他人	5
1888	他社	6
110	付き	7
738	付く	27
344	付け	8
1464	付ける	23
1561	付け所	7
1976	付属	5
1596	代	31
1455	代わり	7
124	代替	27
933	代替え	6
1704	代用	8
1923	代目	6
103	以上	70
1535	以下	16
1383	以前	19
753	以外	36
163	以来	7
633	以降	11
754	件	33
483	企業	48
1576	企画	7
2079	会	6
484	会社	57
1934	会話	6
1879	会長	7
1665	伝える	5
1235	伸ばす	5
1972	似る	7
527	位	22
1519	位置	14
1764	低い	17
944	低音	9
1373	住民票	8
868	体感	5
73	何	174
999	何とか	21
1767	何より	5
1557	何処	6
888	何度も	9
1678	余白	7
597	余裕	17
1960	余計	5
2065	作り	7
345	作る	62
50	作れる	18
1392	作動	6
1938	作成	6
331	作業	15
1352	使い	24
489	使い勝手	18
1001	使い方	20
1234	使い物	9
84	使う	585
111	使える	132
557	使用	39
1685	例	7
1311	価値	12
719	価格	27
26	便利	193
1268	保つ	12
763	保存	27
1861	保留	10
775	保証	8
479	保護	13
755	保身	17
391	信じる	9
1171	信用	10
1490	信者	7
1944	信頼	9
675	修正	11
421	修理	60
137	俺	86
855	個	15
830	個人	5
503	個人的	29
93	倍	19
727	倒産	9
1914	候補	9
403	借金	25
94	値段	34
1809	偉い	6
559	停止	10
937	側	27
2046	側面	5
295	偶発	52
485	傘下	24
296	債務	73
839	傷	9
521	傾く	9
697	僂指	15
749	働く	12
1096	僕	25
776	億	65
1599	優しい	11
1127	優先	7
1408	優秀	37
494	元	11
2068	元気	5
1072	充実	5
252	充電	139
1215	充電器	19
1207	先	34
634	先日	11
951	光沢紙	13
1617	免許証	5
1824	入り	5
36	入る	111
582	入れる	99
207	入力	27
1926	入手	6
2028	入荷	5
1304	全て	11
1360	全体	11
817	全区	25
1068	全員	16
583	全部	39
358	公式	21
1226	公式アカウント	5
1877	共有	7
856	具合	10
1318	内	16
952	内侍	10
1073	内容	12
1918	内蔵	8
1208	内部	12
37	円	169
927	冊子	38
1305	再建	14
936	再生	30
1716	再起動	43
474	写る	7
689	写メ	7
100	写真	126
1061	冬	20
179	凄い	62
922	処理	14
1259	処理落ち	6
112	出し手	47
113	出す	93
1968	出せる	15
164	出る	210
392	出力	34
51	出来る	185
318	出端	7
1513	出資	6
528	分	69
1762	分からん	6
1264	分かる	52
1989	分割	5
1687	分解	6
2007	切り替え	6
1855	切り替える	10
1478	切り替わる	6
297	切る	48
1417	切れ	26
197	切れる	44
662	初代	13
1432	初期	13
238	初期不良	14
1433	初期化	6
1212	判定	14
756	判断	8
1862	判明	9
1294	別	21
637	利用	24
896	制限	16
1388	刷り	7
1389	刷る	23
376	削る	5
809	削除	8
85	前	204
1135	前回	10
38	前後	7
332	割	15
923	割り	7
1804	割る	10
243	割れる	62
298	力	22
1180	力尽きる	5
1799	加える	5
1761	加減	7
1736	劣る	8
1123	劣化	11
985	助かる	33
1106	助ける	9
1448	効く	16
1746	効果	10
1756	効率	5
1654	勉強	7
2002	動かす	9
790	動き	24
902	動き出す	13
371	動く	60
338	動作	44
221	動画	45
1255	勝つ	6
1955	勝てる	5
568	勝手	84
1401	勢	7
165	勢い	6
957	化	50
821	十	14
1357	十分	15
1266	千	11
1422	午前	6
1765	半	21
549	半分	21
650	半年	9
1141	半端	7
1378	卒業	5
311	印刷	276
720	印刷所	6
593	印象	23
1585	危機	6
1899	厚い	6
1098	原因	19
2009	原寸	5
346	原稿	28
708	厳しい	13
1851	去年	12
1577	参加	9
299	及ぶ	5
1672	友人	5
517	反応	85
1911	収まる	6
928	取り	5
1221	取りあえず	7
397	取り出す	6
929	取る	31
1089	取れる	13
1374	取得	7
1128	取締役会	5
1921	受ける	9
1125	受け付ける	6
1224	受け入れ	5
1515	受け入れる	8
1815	受信	10
125	古い	18
829	可愛い	35
1786	可能	19
1409	可能性	23
540	台	32
495	台湾	23
1379	台湾企業	5
877	右	8
1565	合う	18
2018	合わせる	9
1908	同時	8
271	同期	11
1895	同様	10
1466	名	8
1222	名刺	9
263	名前	10
989	向き	7
1922	向く	6
1228	向け	10
2008	向ける	5
2077	向上	8
842	君	26
1919	含める	8
1114	吸う	6
1661	吸引	5
1719	呟く	5
744	周り	12
1380	呼ぶ	12
1104	品	14
1710	品柄	6
180	品質	9
739	唯一	7
190	商品	10
757	問う	5
300	問題	86
1720	嘘	6
1621	噂	8
1916	四	5
365	回	83
663	回す	5
883	回る	7
1778	回復	6
897	回線	16
1273	回転	12
732	困る	57
1808	困難	7
1503	固まる	11
1749	国	11
1640	国内	14
1252	圧倒的	6
654	在庫	10
200	地味	14
1769	地図	6
126	型	22
1031	垢	8
1162	埃	10
1982	基本	7
553	報告	8
1250	報道	8
1741	場	8
638	場合	20
1218	場所	18
1759	増える	15
2100	増やす	7
453	壁紙	6
422	壊れる	65
1612	声	14
285	売る	39
350	売れる	9
1381	売却	5
2019	売国	6
955	変	22
454	変える	175
444	変わる	51
2091	変化	5
919	変換	46
1532	変換できない	8
465	変更	26
1504	変死	12
1062	夏	14
166	外	20
1458	外す	11
545	外出	7
822	外装	5
1299	外資	10
372	多い	71
546	夜	7
1604	夜中	8
301	大きい	191
1889	大きめ	7
604	大丈夫	30
2045	大事	12
1869	大企業	5
1397	大体	8
486	大変	33
181	大手	6
1202	大量	11
2078	大阪	5
942	失う	7
1209	失敗	26
777	契約	38
1181	奴	16
52	好き	71
740	好きなんだけど	7
127	好み	16
1364	始まる	10
1776	始める	33
1384	姿	7
1631	嫌	29
938	嫌い	15
889	嫌う	13
939	嬉しい	42
907	子	20
1998	子供	8
191	存在	14
1948	守る	10
496	安	6
39	安い	64
1117	安定	14
1295	安心	12
639	完了	20
811	完全	32
319	完成	12
1662	完璧	9
1670	定期	8
1536	実家	6
1155	実感	15
1349	実機	19
1177	実質	6
857	宣伝	8
698	家	64
1003	家出	13
1084	家庭	7
1836	家族	12
192	家電	19
958	容量	55
256	寄る	17
946	富士通	14
1614	寒い	8
804	寝る	20
2029	対処	5
222	対応	128
1783	対策	6
1834	対象	6
898	寿命	18
1286	専用	16
869	将来	7
1832	導入	12
167	小さい	61
14	小型	9
320	小才	19
624	少ない	24
908	居る	6
1091	届く	47
1825	屋	12
239	展示	6
1649	工場	6
1345	左	5
2014	左上	5
1346	左右	7
231	差	10
253	差す	5
560	巻き込む	6
1760	市場	7
1055	帰り	10
1521	帰り道	7
791	帰る	51
1182	帰宅	13
1679	幅	7
810	平気	5
198	年	162
2041	年賀状	17
2069	年間	8
2040	幸せ	5
1240	広い	13
1329	広告	15
950	床	20
566	店	19
1600	店員	26
858	店頭	9
321	度	44
4	廊下	5
1470	延期	6
1236	式	11
671	引き継ぎ	5
956	引く	13
1814	引っかかる	7
1069	引っ張る	5
792	弱	6
1745	弱い	13
1199	強い	20
1772	強制	8
1482	強制終了	14
1331	当たり前	6
1975	当面	5
1041	形	7
1642	形式	7
758	影響	8
1312	役員	15
1012	待ち	7
1742	待ち受ける	9
351	待つ	36
1310	待機	5
272	後	64
990	後ろ	10
302	後出し	13
1514	後出しジャンケン	6
783	後悔	7
1124	後継	11
2034	従来	6
831	従業員	6
721	得	8
1410	得る	15
1004	得意	5
1850	復元	9
1660	復活	11
676	微妙	27
359	心	15
1418	心配	17
571	必要	48
930	忘れる	21
539	快適	55
909	怒り	16
1044	怒る	9
1430	怖い	28
728	思い出す	9
2033	思い切る	5
95	思う	481
377	思える	17
575	急	23
2030	急ぐ	5
1253	急速	5
1495	性	20
1269	性能	31
812	怪しい	9
1886	恐ろしい	5
393	恐怖	6
991	恥ずかしい	9
863	悩む	18
1655	悪	7
128	悪い	209
1558	悪意	18
439	悲しい	7
475	悲報	10
832	情けない	5
778	情報	29
1952	惚れる	5
104	想像	9
882	惹く	6
625	意味	25
976	意外	8
404	意見	5
1721	愛	10
2075	愛してる	7
1977	愛用	9
182	感	67
352	感じ	122
741	感じる	51
490	感動	66
201	感度	38
1316	感想	18
1623	感覚	11
212	慣れる	62
1758	成功	6
260	我が家	19
598	我慢	5
1967	戸惑う	6
709	戻す	22
723	戻る	46
1032	戻れる	7
264	所	30
40	手	103
1819	手ブレ	5
609	手元	8
1833	手入れ	6
1467	手軽	10
491	手間	16
1319	手頃	7
129	打つ	35
1038	打てる	9
1023	払う	15
2081	扱い	6
879	技手	17
729	技術	59
844	技術流出	11
303	投げる	7
2076	投入	5
1611	投稿	5
1136	折る	7
1256	折れる	13
1163	抜く	16
1910	抜ける	5
1550	抱える	6
398	押す	47
1223	拡大	17
1901	拭く	5
1590	拾う	7
541	持ち	73
1496	持ち歩く	12
1996	持ち込み	5
147	持つ	284
1350	持てる	7
1472	指	36
1216	指し手	6
953	指定	9
1891	指紋	8
208	指紋認証	32
1956	挙動	10
1876	挿す	8
699	捗る	7
1542	捨てる	17
5	掃除	72
1491	掃除機	14
1146	掛かる	6
2043	掛ける	5
1196	採用	10
1100	探す	19
1059	接続	21
733	接触	5
1323	推す	8
904	描く	16
910	提出	11
2084	提示	6
1747	換える	5
1024	損失	5
322	搭載	36
713	携帯	140
1497	携帯電話	12
152	撮る	52
690	撮れる	26
683	撮影	30
445	操作	92
437	支払い	7
1225	支援	15
916	改善	24
1962	放置	8
1567	放題	5
823	故障	20
504	敏感	5
1347	教える	11
53	数	52
1572	数字	8
742	整理	5
982	敵	6
1039	文字	40
130	文書	13
41	料金	15
27	新しい	105
1476	新た	11
824	新品	19
1456	新型	18
168	新機種	17
1375	新聞	6
1999	新規	5
232	方	175
1587	方式	5
446	方法	17
1958	旅行	7
677	日	59
42	日本	69
1711	日本の恥	5
600	日本人	9
1172	日本企業	9
2112	日本語	5
1419	日間	5
223	早い	135
660	明らか	21
1017	明るい	12
240	明日	52
1353	易い	6
626	昔	47
224	映る	7
1164	春	14
169	昨日	56
138	時	183
347	時代	42
1243	時期	11
1308	時点	11
994	時計	13
617	時間	103
1425	晒す	5
1714	普段	9
691	普通	36
764	普通に	23
1884	暇	5
429	暗い	20
472	暴走	25
1625	曲	20
522	曲がる	11
254	更新	32
1974	書き下ろす	5
967	書く	24
1875	書ける	5
1806	書類	12
1187	替える	27
1692	最低	10
1554	最初	35
1992	最大	12
970	最強	18
153	最後	22
667	最悪	26
497	最新	37
1863	最終	15
64	最近	143
1475	最適	5
924	最高	45
1479	月	5
1849	月々	8
43	有る	9
2037	有名	5
1979	有料	5
1386	有能	14
265	有馬線	5
1423	朝	35
805	期待	20
1578	期間	6
849	未来	8
1173	末	10
1298	本	27
1178	本体	46
745	本当	18
2038	本日	5
1739	本来	7
1822	本格	6
1779	本気	9
833	条件	11
139	来る	94
1438	来年	12
1509	来月	6
619	東芝	27
584	枚	72
770	株	9
1939	株主	7
1771	株価	11
1505	株式会社エスイー	5
864	格安	5
1362	格段	8
834	案	10
1592	案件	5
722	検索	17
1632	検討	16
620	楽	31
700	楽しい	22
1653	楽しみ	5
813	楽ちん	7
611	楽譜	11
1589	様	32
505	標準	13
1033	模様	15
1144	横	33
74	機	453
1707	機器	6
1865	機械	15
759	機構	22
131	機種	130
140	機種変	110
423	機種変更	38
550	機能	129
655	次	54
286	欲しい	116
701	止まる	25
1025	止める	18
1237	正しい	5
512	正常	6
1244	正式	7
1337	正直	22
1581	正確	5
447	正解	5
2001	歩	5
1279	歩く	8
750	死ぬ	47
513	残	31
304	残す	9
1300	残り	11
1439	残る	34
766	残念	42
1983	段差	7
1257	段階	7
949	毎回	10
627	比べる	35
44	比較	19
1839	氏	8
594	気	168
921	気づく	29
569	気に入る	13
523	気付く	25
825	気分	11
1219	気持ち	19
899	水	9
903	水没	8
1846	求める	9
1831	汗	9
1390	汚い	14
1570	汚れ	7
681	決まる	17
1507	決める	15
1232	決め手	5
170	決定	25
656	泣き顔	9
244	泣く	17
1722	泣ける	5
1580	注意	6
2064	注文	6
1005	洗濯機	9
2035	活用	7
1427	活躍	7
2101	派	6
814	流れ	12
1021	流れる	14
1768	流出	15
1652	流石	14
1947	流行る	5
2023	浮く	6
1289	海外	35
333	消える	33
640	消す	15
506	消せる	8
466	消耗	14
1197	消費	25
1213	涙	11
1139	液晶	61
751	清掃	5
1217	済み	7
1056	済む	16
247	減る	116
1807	温度	5
1265	満足	15
2020	準備	5
702	潰す	11
1354	潰れる	12
1105	激	5
1377	激しい	15
1522	濃い	8
1445	点	22
835	為	14
534	無い	105
1188	無くなる	23
1559	無し	6
724	無事	20
1402	無位	7
1010	無傷	5
1964	無化	8
847	無料	11
1290	無理	29
1076	無能	33
455	無視	8
1019	無駄	22
1726	焦る	11
1543	焼く	6
1986	煮物	7
1564	熱	29
241	熱い	67
1341	熱意	13
1700	熱暴走	7
563	片手	53
635	版	34
1006	物	26
183	物凄い	5
1838	物理	7
2026	特有	5
2096	犬	6
1026	状態	39
845	状況	8
1462	狭い	13
2108	猫	9
2074	玄関	8
1276	率	10
430	現在	12
1492	現場	6
1646	現状	8
668	現象	15
590	理由	22
1978	理解	6
1302	環境	10
1070	甘い	7
1701	生きる	7
1376	生まれる	5
1920	生活	7
45	生産	5
1935	産業革新機構	8
46	用	55
1676	用意	7
911	用紙	14
65	画像	69
596	画素	15
1053	画素数	14
101	画質	76
213	画面	472
2006	画面サイズ	7
2057	番	6
1664	番号	11
1882	番組	6
248	異常	21
1339	疑問	7
1473	疲れる	15
1609	症状	13
1092	痒い	6
275	痛い	26
920	発	10
678	発売	49
1957	発注	6
1322	発熱	56
1214	発生	26
233	発色	22
225	発表	22
